Date,Shooting Team,Shooter Name,Shooter ID,Shot Number,Quarter,Left Position,Top Position,Home Team,Away Team,Shot Status,Three Pointer,Assists,Text
"February 17, 2017",away,Jonathan Williams,3138207,42,2,0.23,0.52,Richmond,VCU,1,0,0,Jonathan Williams made Jumper.
"February 17, 2017",away,Samir Doughty,3913188,43,2,0.04,0.06,Richmond,VCU,1,0,0,Samir Doughty made Three Point Jumper. Assisted by Jonathan Williams.
"February 17, 2017",away,JeQuan Lewis,66649,44,2,0.06,0.52,Richmond,VCU,1,0,0,JeQuan Lewis made Layup.
"February 17, 2017",away,Jonathan Williams missed Three Point Jumpe,3138207,45,2,0.18,0.86,Richmond,VCU,0,0,0,Jonathan Williams missed Three Point Jumper.
"February 17, 2017",away,Jonathan Williams,3138207,46,2,0.07,0.44,Richmond,VCU,1,0,0,Jonathan Williams made Layup.
"February 17, 2017",away,Malik Crowfield missed Three Point Jumpe,4066501,47,2,0.2,0.16,Richmond,VCU,0,0,0,Malik Crowfield missed Three Point Jumper.
"February 17, 2017",away,JeQuan Lewis missed Three Point Jumpe,66649,48,2,0.04,0.94,Richmond,VCU,0,0,0,JeQuan Lewis missed Three Point Jumper.
"February 17, 2017",away,Jonathan Williams missed Layu,3138207,49,2,0.06,0.44,Richmond,VCU,0,0,0,Jonathan Williams missed Layup.
"February 17, 2017",away,Malik Crowfield,4066501,50,2,0.17,0.92,Richmond,VCU,1,0,0,Malik Crowfield made Three Point Jumper. Assisted by JeQuan Lewis.
"February 17, 2017",away,Jonathan Williams missed Layu,3138207,51,2,0.06,0.4,Richmond,VCU,0,0,0,Jonathan Williams missed Layup.
"February 17, 2017",away,Justin Tillman,3138206,52,2,0.06,0.5,Richmond,VCU,1,0,0,Justin Tillman made Two Point Tip Shot.
"February 17, 2017",away,Justin Tillman missed Jumpe,3138206,53,2,0.09,0.58,Richmond,VCU,0,0,0,Justin Tillman missed Jumper.
"February 17, 2017",away,JeQuan Lewis,66649,54,2,0.16,0.12,Richmond,VCU,1,0,0,JeQuan Lewis made Three Point Jumper. Assisted by Jordan Burgess.
"February 17, 2017",away,Samir Doughty missed Layu,3913188,55,2,0.06,0.44,Richmond,VCU,0,0,0,Samir Doughty missed Layup.
"February 17, 2017",away,Justin Tillman,3138206,58,2,0.07,0.46,Richmond,VCU,1,0,0,Justin Tillman made Layup. Assisted by JeQuan Lewis.
"February 17, 2017",away,Justin Tillman,3138206,59,2,0.06,0.36,Richmond,VCU,1,0,0,Justin Tillman made Jumper. Assisted by Doug Brooks.
"February 17, 2017",away,Samir Doughty,3913188,60,2,0.09,0.06,Richmond,VCU,1,0,0,Samir Doughty made Three Point Jumper.
"February 17, 2017",away,Jordan Burgess missed Jumpe,62609,61,2,0.09,0.7,Richmond,VCU,0,0,0,Jordan Burgess missed Jumper.
"February 17, 2017",away,JeQuan Lewis missed Jumpe,66649,72,2,0.17,0.64,Richmond,VCU,0,0,0,JeQuan Lewis missed Jumper.
"February 18, 2017",home,Johnathan Williams missed Jumpe,66260,0,1,0.77,0.54,Gonzaga,Pacific,0,0,0,Johnathan Williams missed Jumper.
"February 18, 2017",home,Nigel Williams-Goss missed Three Point Jumpe,67814,1,1,0.68,0.36,Gonzaga,Pacific,0,0,0,Nigel Williams-Goss missed Three Point Jumper.
"February 18, 2017",home,Przemek Karnowski missed Jumpe,62585,2,1,0.9,0.72,Gonzaga,Pacific,0,0,0,Przemek Karnowski missed Jumper.
"February 18, 2017",home,Przemek Karnowski missed Layu,62585,3,1,0.91,0.56,Gonzaga,Pacific,0,0,0,Przemek Karnowski missed Layup.
"February 18, 2017",home,Jordan Mathews missed Three Point Jumpe,66328,6,1,0.76,0.16,Gonzaga,Pacific,0,0,0,Jordan Mathews missed Three Point Jumper.
"February 18, 2017",home,Przemek Karnowski missed Layu,62585,7,1,0.9,0.46,Gonzaga,Pacific,0,0,0,Przemek Karnowski missed Layup.
"February 18, 2017",home,Johnathan Williams,66260,8,1,0.69,0.58,Gonzaga,Pacific,1,0,0,Johnathan Williams made Three Point Jumper. Assisted by Jordan Mathews.
"February 18, 2017",home,Przemek Karnowski,62585,9,1,0.92,0.52,Gonzaga,Pacific,1,0,0,Przemek Karnowski made Dunk. Assisted by Josh Perkins.
"February 18, 2017",home,Zach Collins,4066650,12,1,0.89,0.46,Gonzaga,Pacific,1,0,0,Zach Collins made Layup.
"February 18, 2017",home,Przemek Karnowski missed Jumpe,62585,15,1,0.94,0.6,Gonzaga,Pacific,0,0,0,Przemek Karnowski missed Jumper.
"February 18, 2017",home,Przemek Karnowski missed Layu,62585,16,1,0.92,0.54,Gonzaga,Pacific,0,0,0,Przemek Karnowski missed Layup.
"February 18, 2017",home,Johnathan Williams,66260,17,1,0.91,0.4,Gonzaga,Pacific,1,0,0,Johnathan Williams made Jumper.
"February 18, 2017",home,Nigel Williams-Goss missed Three Point Jumpe,67814,20,1,0.71,0.74,Gonzaga,Pacific,0,0,0,Nigel Williams-Goss missed Three Point Jumper.
"February 18, 2017",home,Zach Collins,4066650,23,1,0.92,0.54,Gonzaga,Pacific,1,0,0,Zach Collins made Layup. Assisted by Nigel Williams-Goss.
"February 18, 2017",home,Josh Perkins missed Jumpe,3155941,24,1,0.84,0.54,Gonzaga,Pacific,0,0,0,Josh Perkins missed Jumper.
"February 18, 2017",home,Przemek Karnowski,62585,27,1,0.91,0.6,Gonzaga,Pacific,1,0,0,Przemek Karnowski made Layup. Assisted by Nigel Williams-Goss.
"February 18, 2017",home,Przemek Karnowski missed Jumpe,62585,29,1,0.91,0.28,Gonzaga,Pacific,0,0,0,Przemek Karnowski missed Jumper.
"February 18, 2017",home,Johnathan Williams,66260,30,1,0.92,0.5,Gonzaga,Pacific,1,0,0,Johnathan Williams made Layup. Assisted by Nigel Williams-Goss.
"February 18, 2017",home,Nigel Williams-Goss,67814,32,1,0.92,0.52,Gonzaga,Pacific,1,0,0,Nigel Williams-Goss made Layup.
"February 18, 2017",home,Nigel Williams-Goss missed Jumpe,67814,33,1,0.82,0.46,Gonzaga,Pacific,0,0,0,Nigel Williams-Goss missed Jumper.
"February 18, 2017",home,Przemek Karnowski missed Jumpe,62585,34,1,0.87,0.5,Gonzaga,Pacific,0,0,0,Przemek Karnowski missed Jumper.
"February 18, 2017",home,Jordan Mathews,66328,37,1,0.82,0.92,Gonzaga,Pacific,1,0,0,Jordan Mathews made Three Point Jumper. Assisted by Nigel Williams-Goss.
"February 18, 2017",home,Nigel Williams-Goss,67814,38,1,0.92,0.5,Gonzaga,Pacific,1,0,0,Nigel Williams-Goss made Layup. Assisted by Jordan Mathews.
"February 18, 2017",home,Nigel Williams-Goss missed Jumpe,67814,41,1,0.92,0.6,Gonzaga,Pacific,0,0,0,Nigel Williams-Goss missed Jumper.
"February 18, 2017",home,Nigel Williams-Goss,67814,42,1,0.91,0.56,Gonzaga,Pacific,1,0,0,Nigel Williams-Goss made Layup.
"February 18, 2017",home,Nigel Williams-Goss,67814,43,1,0.92,0.56,Gonzaga,Pacific,1,0,0,Nigel Williams-Goss made Layup.
"February 18, 2017",home,Johnathan Williams,66260,44,2,0.92,0.4,Gonzaga,Pacific,1,0,0,Johnathan Williams made Jumper. Assisted by Nigel Williams-Goss.
"February 18, 2017",home,Jordan Mathews missed Three Point Jumpe,66328,45,2,0.91,0.94,Gonzaga,Pacific,0,0,0,Jordan Mathews missed Three Point Jumper.
"February 18, 2017",home,Jordan Mathews missed Jumpe,66328,46,2,0.91,0.1,Gonzaga,Pacific,0,0,0,Jordan Mathews missed Jumper.
"February 18, 2017",home,Jordan Mathews,66328,47,2,0.92,0.46,Gonzaga,Pacific,1,0,0,Jordan Mathews made Layup. Assisted by Nigel Williams-Goss.
"February 18, 2017",home,Josh Perkins,3155941,48,2,0.94,0.46,Gonzaga,Pacific,1,0,0,Josh Perkins made Layup. Assisted by Nigel Williams-Goss.
"February 18, 2017",home,Josh Perkins,3155941,49,2,0.82,0.6,Gonzaga,Pacific,1,0,0,Josh Perkins made Jumper.
"February 18, 2017",home,Zach Collins missed Layu,4066650,52,2,0.94,0.46,Gonzaga,Pacific,0,0,0,Zach Collins missed Layup.
"February 18, 2017",home,Przemek Karnowski,62585,53,2,0.89,0.46,Gonzaga,Pacific,1,0,0,Przemek Karnowski made Jumper.
"February 18, 2017",home,Jordan Mathews missed Three Point Jumpe,66328,54,2,0.7,0.7,Gonzaga,Pacific,0,0,0,Jordan Mathews missed Three Point Jumper.
"February 18, 2017",home,Przemek Karnowski,62585,55,2,0.92,0.52,Gonzaga,Pacific,1,0,0,Przemek Karnowski made Layup.
"February 18, 2017",home,Nigel Williams-Goss missed Three Point Jumpe,67814,57,2,0.68,0.38,Gonzaga,Pacific,0,0,0,Nigel Williams-Goss missed Three Point Jumper.
"February 18, 2017",home,Josh Perkins missed Layu,3155941,58,2,0.91,0.52,Gonzaga,Pacific,0,0,0,Josh Perkins missed Layup.
"February 18, 2017",home,Silas Melson,3155940,59,2,0.94,0.06,Gonzaga,Pacific,1,0,0,Silas Melson made Three Point Jumper. Assisted by Josh Perkins.
"February 18, 2017",home,Josh Perkins,3155941,60,2,0.89,0.8,Gonzaga,Pacific,1,0,0,Josh Perkins made Jumper.
"February 18, 2017",home,Josh Perkins missed Three Point Jumpe,3155941,61,2,0.75,0.86,Gonzaga,Pacific,0,0,0,Josh Perkins missed Three Point Jumper.
"February 18, 2017",home,Johnathan Williams missed Three Point Jumpe,66260,62,2,0.78,0.86,Gonzaga,Pacific,0,0,0,Johnathan Williams missed Three Point Jumper.
"February 18, 2017",home,Zach Collins,4066650,63,2,0.9,0.54,Gonzaga,Pacific,1,0,0,Zach Collins made Layup.
"February 18, 2017",home,Zach Collins missed Layu,4066650,67,2,0.92,0.54,Gonzaga,Pacific,0,0,0,Zach Collins missed Layup.
"February 18, 2017",home,Nigel Williams-Goss,67814,68,2,0.92,0.5,Gonzaga,Pacific,1,0,0,Nigel Williams-Goss made Layup.
"February 18, 2017",home,Zach Collins missed Jumpe,4066650,71,2,0.94,0.6,Gonzaga,Pacific,0,0,0,Zach Collins missed Jumper.
"February 18, 2017",home,Przemek Karnowski,62585,72,2,0.91,0.46,Gonzaga,Pacific,1,0,0,Przemek Karnowski made Layup. Assisted by Jordan Mathews.
"February 18, 2017",home,Jordan Mathews,66328,73,2,0.95,0.94,Gonzaga,Pacific,1,0,0,Jordan Mathews made Three Point Jumper. Assisted by Silas Melson.
"February 18, 2017",home,Przemek Karnowski missed Dun,62585,74,2,0.91,0.52,Gonzaga,Pacific,0,0,0,Przemek Karnowski missed Dunk.
"February 18, 2017",home,Silas Melson missed Layu,3155940,77,2,0.9,0.52,Gonzaga,Pacific,0,0,0,Silas Melson missed Layup.
"February 18, 2017",home,Silas Melson missed Three Point Jumpe,3155940,78,2,0.71,0.8,Gonzaga,Pacific,0,0,0,Silas Melson missed Three Point Jumper.
"February 18, 2017",home,Rui Hachimura missed Three Point Jumpe,4066648,79,2,0.68,0.64,Gonzaga,Pacific,0,0,0,Rui Hachimura missed Three Point Jumper.
"February 18, 2017",home,Rui Hachimura,4066648,82,2,0.92,0.46,Gonzaga,Pacific,1,0,0,Rui Hachimura made Layup. Assisted by Silas Melson.
"February 18, 2017",home,Rui Hachimura,4066648,83,2,0.86,0.48,Gonzaga,Pacific,1,0,0,Rui Hachimura made Jumper.
"February 18, 2017",home,Rem Bakamus missed Three Point Jumpe,62584,84,2,0.74,0.86,Gonzaga,Pacific,0,0,0,Rem Bakamus missed Three Point Jumper.
"February 18, 2017",home,Jeremy Jones missed Three Point Jumpe,3947137,85,2,0.71,0.76,Gonzaga,Pacific,0,0,0,Jeremy Jones missed Three Point Jumper.
"February 18, 2017",away,Anthony Townes missed Jumpe,3906562,0,1,0.1,0.44,Gonzaga,Pacific,0,0,0,Anthony Townes missed Jumper.
"February 18, 2017",away,Anthony Townes missed Jumpe,3906562,1,1,0.06,0.42,Gonzaga,Pacific,0,0,0,Anthony Townes missed Jumper.
"February 18, 2017",away,Maleke Haynes,3906560,2,1,0.14,0.38,Gonzaga,Pacific,1,0,0,Maleke Haynes made Jumper.
"February 18, 2017",away,Maleke Haynes missed Three Point Jumpe,3906560,3,1,0.29,0.62,Gonzaga,Pacific,0,0,0,Maleke Haynes missed Three Point Jumper.
"February 18, 2017",away,Keshon Montague,4066673,6,1,0.18,0.88,Gonzaga,Pacific,1,0,0,Keshon Montague made Three Point Jumper. Assisted by Anthony Townes.
"February 18, 2017",away,Maleke Haynes missed Jumpe,3906560,7,1,0.16,0.52,Gonzaga,Pacific,0,0,0,Maleke Haynes missed Jumper.
"February 18, 2017",away,Ray Bowles missed Jumpe,66460,8,1,0.08,0.24,Gonzaga,Pacific,0,0,0,Ray Bowles missed Jumper.
"February 18, 2017",away,Anthony Townes missed Jumpe,3906562,9,1,0.22,0.4,Gonzaga,Pacific,0,0,0,Anthony Townes missed Jumper.
"February 18, 2017",away,D.J. Ursery,3135134,10,1,0.06,0.58,Gonzaga,Pacific,1,0,0,D.J. Ursery made Layup.
"February 18, 2017",away,D.J. Ursery missed Layu,3135134,13,1,0.09,0.48,Gonzaga,Pacific,0,0,0,D.J. Ursery missed Layup.
"February 18, 2017",away,K.J. Smith missed Layu,4066675,16,1,0.08,0.46,Gonzaga,Pacific,0,0,0,K.J. Smith missed Layup.
"February 18, 2017",away,D.J. Ursery missed Three Point Jumpe,3135134,17,1,0.1,0.06,Gonzaga,Pacific,0,0,0,D.J. Ursery missed Three Point Jumper.
"February 18, 2017",away,Jack Williams,3137256,18,1,0.07,0.9,Gonzaga,Pacific,1,0,0,Jack Williams made Jumper. Assisted by K.J. Smith.
"February 18, 2017",away,Ray Bowles,66460,19,1,0.07,0.54,Gonzaga,Pacific,1,0,0,Ray Bowles made Layup.
"February 18, 2017",away,K.J. Smith missed Jumpe,4066675,21,1,0.09,0.86,Gonzaga,Pacific,0,0,0,K.J. Smith missed Jumper.
"February 18, 2017",away,Maleke Haynes,3906560,22,1,0.06,0.54,Gonzaga,Pacific,1,0,0,Maleke Haynes made Layup.
"February 18, 2017",away,Keshon Montague missed Jumpe,4066673,23,1,0.08,0.46,Gonzaga,Pacific,0,0,0,Keshon Montague missed Jumper.
"February 18, 2017",away,Ray Bowles missed Three Point Jumpe,66460,24,1,0.14,0.92,Gonzaga,Pacific,0,0,0,Ray Bowles missed Three Point Jumper.
"February 18, 2017",away,Maleke Haynes,3906560,25,1,0.19,0.66,Gonzaga,Pacific,1,0,0,Maleke Haynes made Jumper.
"February 18, 2017",away,Maleke Haynes missed Jumpe,3906560,26,1,0.23,0.4,Gonzaga,Pacific,0,0,0,Maleke Haynes missed Jumper.
"February 18, 2017",away,Ray Bowles missed Jumpe,66460,27,1,0.08,0.74,Gonzaga,Pacific,0,0,0,Ray Bowles missed Jumper.
"February 18, 2017",away,Maleke Haynes missed Three Point Jumpe,3906560,28,1,0.1,0.08,Gonzaga,Pacific,0,0,0,Maleke Haynes missed Three Point Jumper.
"February 18, 2017",away,Sami Eleraky missed Jumpe,3135128,29,1,0.1,0.56,Gonzaga,Pacific,0,0,0,Sami Eleraky missed Jumper.
"February 18, 2017",away,D.J. Ursery missed Jumpe,3135134,30,1,0.21,0.52,Gonzaga,Pacific,0,0,0,D.J. Ursery missed Jumper.
"February 18, 2017",away,Anthony Townes,3906562,31,1,0.09,0.2,Gonzaga,Pacific,1,0,0,Anthony Townes made Jumper. Assisted by Maleke Haynes.
"February 18, 2017",away,Anthony Townes missed Jumpe,3906562,32,1,0.1,0.46,Gonzaga,Pacific,0,0,0,Anthony Townes missed Jumper.
"February 18, 2017",away,Ray Bowles missed Layu,66460,35,1,0.08,0.54,Gonzaga,Pacific,0,0,0,Ray Bowles missed Layup.
"February 18, 2017",away,Keshon Montague,4066673,36,1,0.22,0.5,Gonzaga,Pacific,1,0,0,Keshon Montague made Jumper.
"February 18, 2017",away,Keshon Montague missed Jumpe,4066673,37,1,0.19,0.54,Gonzaga,Pacific,0,0,0,Keshon Montague missed Jumper.
"February 18, 2017",away,Keshon Montague,4066673,38,1,0.09,0.46,Gonzaga,Pacific,1,0,0,Keshon Montague made Jumper.
"February 18, 2017",away,Ray Bowles,66460,39,1,0.23,0.4,Gonzaga,Pacific,1,0,0,Ray Bowles made Jumper.
"February 18, 2017",away,K.J. Smith missed Jumpe,4066675,40,1,0.23,0.4,Gonzaga,Pacific,0,0,0,K.J. Smith missed Jumper.
"February 18, 2017",away,Jack Williams,3137256,41,1,0.06,0.1,Gonzaga,Pacific,1,0,0,Jack Williams made Jumper. Assisted by Ray Bowles.
"February 18, 2017",away,Ray Bowles missed Jumpe,66460,42,2,0.11,0.6,Gonzaga,Pacific,0,0,0,Ray Bowles missed Jumper.
"February 18, 2017",away,Maleke Haynes missed Three Point Jumpe,3906560,47,2,0.3,0.42,Gonzaga,Pacific,0,0,0,Maleke Haynes missed Three Point Jumper.
"February 18, 2017",away,Ray Bowles missed Layu,66460,50,2,0.09,0.54,Gonzaga,Pacific,0,0,0,Ray Bowles missed Layup.
"February 18, 2017",away,D.J. Ursery missed Layu,3135134,51,2,0.08,0.54,Gonzaga,Pacific,0,0,0,D.J. Ursery missed Layup.
"February 18, 2017",away,D.J. Ursery,3135134,52,2,0.22,0.16,Gonzaga,Pacific,1,0,0,D.J. Ursery made Three Point Jumper. Assisted by Maleke Haynes.
"February 18, 2017",away,Jack Williams missed Jumpe,3137256,53,2,0.06,0.22,Gonzaga,Pacific,0,0,0,Jack Williams missed Jumper.
"February 18, 2017",away,Ray Bowles missed Layu,66460,54,2,0.07,0.54,Gonzaga,Pacific,0,0,0,Ray Bowles missed Layup.
"February 18, 2017",away,Jack Williams missed Three Point Jumpe,3137256,55,2,0.29,0.4,Gonzaga,Pacific,0,0,0,Jack Williams missed Three Point Jumper.
"February 18, 2017",away,D.J. Ursery missed Layu,3135134,56,2,0.07,0.44,Gonzaga,Pacific,0,0,0,D.J. Ursery missed Layup.
"February 18, 2017",away,Ray Bowles missed Three Point Jumpe,66460,57,2,0.11,0.94,Gonzaga,Pacific,0,0,0,Ray Bowles missed Three Point Jumper.
"February 18, 2017",away,D.J. Ursery missed Three Point Jumpe,3135134,58,2,0.1,0.94,Gonzaga,Pacific,0,0,0,D.J. Ursery missed Three Point Jumper.
"February 18, 2017",away,Maleke Haynes missed Layu,3906560,59,2,0.07,0.46,Gonzaga,Pacific,0,0,0,Maleke Haynes missed Layup.
"February 18, 2017",away,D.J. Ursery,3135134,60,2,0.06,0.5,Gonzaga,Pacific,1,0,0,D.J. Ursery made Two Point Tip Shot.
"February 18, 2017",away,Jack Williams,3137256,61,2,0.3,0.52,Gonzaga,Pacific,1,0,0,Jack Williams made Three Point Jumper. Assisted by Maleke Haynes.
"February 18, 2017",away,Ray Bowles,66460,62,2,0.06,0.52,Gonzaga,Pacific,1,0,0,Ray Bowles made Layup.
"February 18, 2017",away,K.J. Smith missed Jumpe,4066675,63,2,0.18,0.66,Gonzaga,Pacific,0,0,0,K.J. Smith missed Jumper.
"February 18, 2017",away,David Taylor missed Three Point Jumpe,66461,64,2,0.18,0.9,Gonzaga,Pacific,0,0,0,David Taylor missed Three Point Jumper.
"February 18, 2017",away,K.J. Smith missed Jumpe,4066675,65,2,0.21,0.44,Gonzaga,Pacific,0,0,0,K.J. Smith missed Jumper.
"February 18, 2017",away,D.J. Ursery missed Jumpe,3135134,66,2,0.27,0.56,Gonzaga,Pacific,0,0,0,D.J. Ursery missed Jumper.
"February 18, 2017",away,Tonko Vuko missed Jumpe,3906561,67,2,0.08,0.54,Gonzaga,Pacific,0,0,0,Tonko Vuko missed Jumper.
"February 18, 2017",away,Maleke Haynes missed Layu,3906560,68,2,0.07,0.54,Gonzaga,Pacific,0,0,0,Maleke Haynes missed Layup.
"February 18, 2017",away,Jack Williams missed Three Point Jumpe,3137256,69,2,0.26,0.74,Gonzaga,Pacific,0,0,0,Jack Williams missed Three Point Jumper.
"February 18, 2017",away,Ray Bowles,66460,70,2,0.07,0.42,Gonzaga,Pacific,1,0,0,Ray Bowles made Layup.
"February 18, 2017",away,Maleke Haynes missed Jumpe,3906560,71,2,0.12,0.5,Gonzaga,Pacific,0,0,0,Maleke Haynes missed Jumper.
"February 18, 2017",away,Jack Williams,3137256,72,2,0.06,0.18,Gonzaga,Pacific,1,0,0,Jack Williams made Jumper. Assisted by Tonko Vuko.
"February 18, 2017",away,Ray Bowles missed Jumpe,66460,73,2,0.1,0.6,Gonzaga,Pacific,0,0,0,Ray Bowles missed Jumper.
"February 18, 2017",away,Ray Bowles,66460,74,2,0.09,0.48,Gonzaga,Pacific,1,0,0,Ray Bowles made Jumper.
"February 18, 2017",away,David Taylor missed Three Point Jumpe,66461,75,2,0.22,0.14,Gonzaga,Pacific,0,0,0,David Taylor missed Three Point Jumper.
"February 18, 2017",away,Anthony Townes missed Layu,3906562,76,2,0.07,0.48,Gonzaga,Pacific,0,0,0,Anthony Townes missed Layup.
"February 18, 2017",away,Anthony Townes,3906562,77,2,0.07,0.5,Gonzaga,Pacific,1,0,0,Anthony Townes made Layup. Assisted by David Taylor.
"February 18, 2017",away,Ray Bowles missed Three Point Jumpe,66460,78,2,0.22,0.14,Gonzaga,Pacific,0,0,0,Ray Bowles missed Three Point Jumper.
"February 18, 2017",away,Jack Williams,3137256,79,2,0.26,0.72,Gonzaga,Pacific,1,0,0,Jack Williams made Three Point Jumper. Assisted by Ray Bowles.
"February 18, 2017",away,Jack Williams,3137256,80,2,0.2,0.52,Gonzaga,Pacific,1,0,0,Jack Williams made Jumper. Assisted by K.J. Smith.
"February 18, 2017",away,Tonko Vuko,3906561,84,2,0.07,0.06,Gonzaga,Pacific,1,0,0,Tonko Vuko made Three Point Jumper. Assisted by Max Tinsley.
"February 18, 2017",away,Jack Williams missed Layu,3137256,85,2,0.07,0.44,Gonzaga,Pacific,0,0,0,Jack Williams missed Layup.
"February 18, 2017",home,Desi Rodriguez,3136478,0,1,0.77,0.48,Seton Hall,Villanova,1,0,0,Desi Rodriguez made Jumper.
"February 18, 2017",home,Khadeen Carrington,3136474,1,1,0.94,0.44,Seton Hall,Villanova,1,0,0,Khadeen Carrington made Layup.
"February 18, 2017",home,Desi Rodriguez missed Three Point Jumpe,3136478,2,1,0.66,0.36,Seton Hall,Villanova,0,0,0,Desi Rodriguez missed Three Point Jumper.
"February 18, 2017",home,Khadeen Carrington missed Three Point Jumpe,3136474,3,1,0.77,0.8,Seton Hall,Villanova,0,0,0,Khadeen Carrington missed Three Point Jumper.
"February 18, 2017",home,Angel Delgado,3136479,4,1,0.92,0.5,Seton Hall,Villanova,1,0,0,Angel Delgado made Two Point Tip Shot.
"February 18, 2017",home,Madison Jones,61161,5,1,0.8,0.88,Seton Hall,Villanova,1,0,0,Madison Jones made Three Point Jumper. Assisted by Angel Delgado.
"February 18, 2017",home,Myles Powell missed Three Point Jumpe,4065816,6,1,0.91,0.94,Seton Hall,Villanova,0,0,0,Myles Powell missed Three Point Jumper.
"February 18, 2017",home,Angel Delgado,3136479,7,1,0.94,0.44,Seton Hall,Villanova,1,0,0,Angel Delgado made Jumper. Assisted by Madison Jones.
"February 18, 2017",home,Myles Powell missed Three Point Jumpe,4065816,8,1,0.74,0.8,Seton Hall,Villanova,0,0,0,Myles Powell missed Three Point Jumper.
"February 18, 2017",home,Desi Rodriguez missed Three Point Jumpe,3136478,9,1,0.76,0.84,Seton Hall,Villanova,0,0,0,Desi Rodriguez missed Three Point Jumper.
"February 18, 2017",home,Angel Delgado missed Layu,3136479,10,1,0.9,0.52,Seton Hall,Villanova,0,0,0,Angel Delgado missed Layup.
"February 18, 2017",home,Angel Delgado missed Jumpe,3136479,11,1,0.86,0.52,Seton Hall,Villanova,0,0,0,Angel Delgado missed Jumper.
"February 18, 2017",home,Khadeen Carrington missed Three Point Jumpe,3136474,12,1,0.71,0.28,Seton Hall,Villanova,0,0,0,Khadeen Carrington missed Three Point Jumper.
"February 18, 2017",home,Angel Delgado,3136479,15,1,0.87,0.48,Seton Hall,Villanova,1,0,0,Angel Delgado made Jumper.
"February 18, 2017",home,Khadeen Carrington missed Layu,3136474,17,1,0.92,0.58,Seton Hall,Villanova,0,0,0,Khadeen Carrington missed Layup.
"February 18, 2017",home,Madison Jones,61161,18,1,0.94,0.56,Seton Hall,Villanova,1,0,0,Madison Jones made Layup.
"February 18, 2017",home,Khadeen Carrington missed Three Point Jumpe,3136474,19,1,0.65,0.4,Seton Hall,Villanova,0,0,0,Khadeen Carrington missed Three Point Jumper.
"February 18, 2017",home,Angel Delgado,3136479,20,1,0.9,0.44,Seton Hall,Villanova,1,0,0,Angel Delgado made Jumper.
"February 18, 2017",home,Desi Rodriguez missed Jumpe,3136478,21,1,0.92,0.42,Seton Hall,Villanova,0,0,0,Desi Rodriguez missed Jumper.
"February 18, 2017",home,Angel Delgado missed Jumpe,3136479,22,1,0.96,0.16,Seton Hall,Villanova,0,0,0,Angel Delgado missed Jumper.
"February 18, 2017",home,Khadeen Carrington,3136474,29,1,0.78,0.12,Seton Hall,Villanova,1,0,0,Khadeen Carrington made Three Point Jumper. Assisted by Ismael Sanogo.
"February 18, 2017",home,Desi Rodriguez,3136478,30,1,0.67,0.58,Seton Hall,Villanova,1,0,0,Desi Rodriguez made Three Point Jumper. Assisted by Khadeen Carrington.
"February 18, 2017",home,Angel Delgado missed Layu,3136479,31,1,0.92,0.56,Seton Hall,Villanova,0,0,0,Angel Delgado missed Layup.
"February 18, 2017",home,Khadeen Carrington missed Three Point Jumpe,3136474,32,1,0.75,0.18,Seton Hall,Villanova,0,0,0,Khadeen Carrington missed Three Point Jumper.
"February 18, 2017",home,Ismael Sanogo missed Layu,3136476,35,1,0.92,0.44,Seton Hall,Villanova,0,0,0,Ismael Sanogo missed Layup.
"February 18, 2017",home,Khadeen Carrington missed Three Point Jumpe,3136474,36,1,0.76,0.82,Seton Hall,Villanova,0,0,0,Khadeen Carrington missed Three Point Jumper.
"February 18, 2017",home,Khadeen Carrington missed Jumpe,3136474,37,2,0.85,0.62,Seton Hall,Villanova,0,0,0,Khadeen Carrington missed Jumper.
"February 18, 2017",home,Desi Rodriguez missed Three Point Jumpe,3136478,38,2,0.7,0.28,Seton Hall,Villanova,0,0,0,Desi Rodriguez missed Three Point Jumper.
"February 18, 2017",home,Ismael Sanogo,3136476,39,2,0.89,0.58,Seton Hall,Villanova,1,0,0,Ismael Sanogo made Jumper.
"February 18, 2017",home,Angel Delgado,3136479,41,2,0.89,0.46,Seton Hall,Villanova,1,0,0,Angel Delgado made Jumper.
"February 18, 2017",home,Myles Powell missed Three Point Jumpe,4065816,42,2,0.94,0.06,Seton Hall,Villanova,0,0,0,Myles Powell missed Three Point Jumper.
"February 18, 2017",home,Myles Powell missed Three Point Jumpe,4065816,43,2,0.66,0.48,Seton Hall,Villanova,0,0,0,Myles Powell missed Three Point Jumper.
"February 18, 2017",home,Khadeen Carrington,3136474,44,2,0.81,0.44,Seton Hall,Villanova,1,0,0,Khadeen Carrington made Jumper.
"February 18, 2017",home,Desi Rodriguez,3136478,45,2,0.77,0.16,Seton Hall,Villanova,1,0,0,Desi Rodriguez made Three Point Jumper. Assisted by Khadeen Carrington.
"February 18, 2017",home,Khadeen Carrington,3136474,46,2,0.81,0.62,Seton Hall,Villanova,1,0,0,Khadeen Carrington made Jumper.
"February 18, 2017",home,Myles Powell missed Three Point Jumpe,4065816,47,2,0.72,0.2,Seton Hall,Villanova,0,0,0,Myles Powell missed Three Point Jumper.
"February 18, 2017",home,Khadeen Carrington,3136474,48,2,0.68,0.44,Seton Hall,Villanova,1,0,0,Khadeen Carrington made Three Point Jumper. Assisted by Angel Delgado.
